City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
529,Sawai Madhopur,IN,59.72,scattered clouds,25.98,76.37,Vivanta Sawai Madhopur Lodge
530,Palauig,PH,71.78,clear sky,15.44,119.9,Myhousebythesea
532,Labuhan,ID,76.03,overcast clouds,-6.88,112.21,bador sepret
533,Chiredzi,ZW,80.19,broken clouds,-21.05,31.67,The Nesbitt Arms
534,Santa Cruz De Tenerife,ES,66.2,few clouds,28.47,-16.25,Hotel Silken Atlántida Santa Cruz
535,Alibag,IN,75.2,smoke,18.64,72.88,"Radisson Blu Resort & Spa - Alibaug, India"
536,Pizarro,CO,81.68,few clouds,4.95,-77.37,"Playa Pizarro, Bajo Baudó, Chocó, Colombia"
537,Horta,PT,55.4,scattered clouds,38.53,-28.63,Hotel do Canal | Horta - Faial
540,Samarai,PG,76.21,overcast clouds,-10.62,150.67,Nuli Sapi
545,Pozoblanco,ES,50.0,overcast clouds,38.38,-4.85,Hotel Nomada
547,Lagoa,PT,57.43,clear sky,39.05,-27.98,Casa Das Faias
548,Ranong,TH,77.83,clear sky,9.97,98.63,Tinidee Hotel@Ranong
549,Arlit,NE,65.82,clear sky,18.74,7.39,Hôtel Telwa Bungalow
550,Sakakah,SA,48.2,broken clouds,29.97,40.21,Fakhamat Al Orjoana Apartment
553,Port Moresby,PG,79.47,overcast clouds,-9.44,147.18,Lamana Hotel
554,Grand Gaube,MU,81.0,shower rain,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
555,Baran,IN,62.44,broken clouds,25.1,76.52,Hotel shri ji
556,Ciudad Bolivar,VE,90.05,broken clouds,8.12,-63.55,Hotel Edi
557,Valparaiso,CL,69.8,scattered clouds,-33.04,-71.63,Hotel Ultramar
560,Soyo,AO,86.0,few clouds,-6.13,12.37,Hotel Mpampa
562,Guadalupe Victoria,MX,63.0,few clouds,32.29,-115.11,Hotel Dial
563,Dunedin,NZ,55.99,overcast clouds,-45.87,170.5,Scenic Hotel Southern Cross
564,Roald,NO,42.01,scattered clouds,62.58,6.13,Flem Cabins
565,Nicosia,CY,52.0,scattered clouds,35.17,33.37,The Landmark Nicosia
566,Natal,BR,87.8,few clouds,-5.79,-35.21,Villa Park Hotel | Natal
567,Trinidad,BO,78.8,thunderstorm,-14.83,-64.9,Hotel Piesta
568,Marsh Harbour,BS,74.07,clear sky,26.54,-77.06,Abaco Beach Resort
569,Tabou,CI,83.01,few clouds,4.42,-7.35,hotêl doufoulougou
571,Raymondville,US,84.99,scattered clouds,26.48,-97.78,La Quinta Inn & Suites by Wyndham Raymondville
