City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Leamington,CA,2020-01-07 20:43:26,42.05,-82.6,43.0,35,90,11.41
296,Ano Mera,GR,2020-01-07 20:42:04,37.45,25.4,48.99,75,100,31.09
297,Orumiyeh,IR,2020-01-07 20:46:39,37.55,45.08,30.2,80,90,4.7
298,Dhidhdhoo,MV,2020-01-07 20:46:39,6.88,73.1,81.54,75,71,4.5
299,Arenapolis,BR,2020-01-07 20:46:40,-14.45,-56.85,82.4,89,100,3.38
300,Port-Cartier,CA,2020-01-07 20:46:40,50.03,-66.88,17.6,72,90,5.82
301,Ormara,PK,2020-01-07 20:46:40,25.21,64.64,70.83,40,1,20.51
302,Oksfjord,NO,2020-01-07 20:46:40,70.24,22.35,37.4,86,69,13.87
303,Ponta Do Sol,BR,2020-01-07 20:46:40,-20.63,-46.0,78.35,79,100,4.45
304,Sarangani,PH,2020-01-07 20:46:41,5.4,125.46,81.18,74,90,19.73
305,Wellington,NZ,2020-01-07 20:43:23,-41.29,174.78,60.01,62,47,10.29
306,Marzuq,YE,2020-01-07 20:46:41,14.4,46.47,63.82,88,98,2.15
307,Tygda,RU,2020-01-07 20:46:41,53.11,126.33,-10.34,96,15,5.75
308,Nanchang,CN,2020-01-07 20:46:42,28.68,115.89,42.33,71,0,10.09
309,Igarka,RU,2020-01-07 20:46:42,67.47,86.57,-1.71,96,100,12.73
310,Whitehorse,CA,2020-01-07 20:46:42,60.72,-135.06,-11.0,76,90,6.93
311,Campo De Criptana,ES,2020-01-07 20:46:43,39.41,-3.13,46.0,52,0,5.44
312,Neuquen,AR,2020-01-07 20:46:43,-38.95,-68.06,89.01,18,0,14.99
313,Sitka,US,2020-01-07 20:46:43,37.17,-99.65,57.99,26,0,5.99
314,Petrovec,HR,2020-01-07 20:46:43,45.5,16.27,30.99,85,46,2.24
315,Benjamin Constant,BR,2020-01-07 20:46:44,-4.38,-70.03,95.0,52,40,4.7
316,Naica,MX,2020-01-07 20:46:44,27.86,-105.49,60.87,20,24,5.37
317,San Jeronimo,PE,2020-01-07 20:46:44,-13.65,-73.37,64.56,63,56,8.86
318,Shieli,KZ,2020-01-07 20:46:44,44.18,66.74,25.77,83,99,6.42
319,Chernyshevskiy,RU,2020-01-07 20:46:45,63.01,112.47,10.29,94,100,8.12
320,Amapa,HN,2020-01-07 20:46:45,15.09,-87.97,73.99,94,90,2.24
321,Botucatu,BR,2020-01-07 20:46:45,-22.89,-48.44,71.17,97,100,2.98
322,Horki,BY,2020-01-07 20:46:45,54.29,30.98,29.86,96,91,9.69
323,Sept-Iles,CA,2020-01-07 20:46:46,50.2,-66.38,17.6,72,90,5.82
324,Cootamundra,AU,2020-01-07 20:46:46,-34.64,148.03,72.0,70,0,1.01
325,Parrita,CR,2020-01-07 20:45:05,9.52,-84.33,82.4,44,20,18.34
326,Camacha,PT,2020-01-07 20:46:46,33.08,-16.33,62.6,63,40,9.17
327,Abu Samrah,SY,2020-01-07 20:46:47,35.3,37.18,47.12,87,94,3.36
328,Campos,PT,2020-01-07 20:46:47,41.97,-8.7,52.0,81,15,4.7
329,Korcula,HR,2020-01-07 20:46:47,42.96,17.14,33.8,43,0,2.24
330,Moville,US,2020-01-07 20:46:47,42.49,-96.07,39.2,64,20,12.75
331,Dongsheng,CN,2020-01-07 20:46:48,29.72,112.52,40.06,89,0,7.85
332,Wronki,PL,2020-01-07 20:46:48,52.71,16.37,37.4,93,90,5.82
333,Tigil,RU,2020-01-07 20:46:48,57.8,158.67,4.23,73,93,2.89
334,Ryotsu,JP,2020-01-07 20:46:49,38.08,138.43,42.8,100,90,6.93
335,General Pico,AR,2020-01-07 20:46:49,-35.66,-63.75,87.89,24,2,7.63
336,Saint-Augustin,CA,2020-01-07 20:46:49,45.63,-73.98,28.99,58,75,3.36
337,Ino,JP,2020-01-07 20:46:49,33.55,133.43,62.85,89,100,14.09
338,Annau,TM,2020-01-07 20:46:49,37.89,58.52,35.6,100,31,6.93
339,Great Yarmouth,GB,2020-01-07 20:46:50,52.61,1.73,55.0,87,90,19.46
340,Vardo,US,2020-01-07 20:46:50,39.62,-77.74,34.0,86,90,8.05
341,Buckeye,US,2020-01-07 20:46:50,33.37,-112.58,73.0,19,1,11.41
342,Huamachuco,PE,2020-01-07 20:46:50,-7.82,-78.05,55.17,61,54,4.45
343,Pitimbu,BR,2020-01-07 20:44:18,-7.47,-34.81,82.4,83,75,13.87
344,Denia,ES,2020-01-07 20:46:51,38.84,0.11,51.01,79,1,5.28
345,Soe,EE,2020-01-07 20:46:51,57.91,26.05,39.2,86,100,14.99
346,Mana,NG,2020-01-07 20:46:51,13.03,5.27,72.99,18,67,11.05
347,Rapid Valley,US,2020-01-07 20:46:51,44.06,-103.15,37.0,92,90,5.82
348,Codajas,BR,2020-01-07 20:46:52,-3.84,-62.06,89.64,59,99,3.38
349,Dicabisagan,PH,2020-01-07 20:46:52,17.08,122.42,74.82,88,24,3.22
350,Chipinge,ZW,2020-01-07 20:46:52,-20.19,32.62,68.95,79,1,5.57
351,Nha Trang,VN,2020-01-07 20:46:52,12.24,109.19,78.8,83,40,9.17
352,Formosa Do Rio Preto,BR,2020-01-07 20:46:53,-11.04,-45.19,76.69,87,53,1.05
353,Saint-Francois,FR,2020-01-07 20:46:53,46.42,3.91,44.6,87,90,1.12
354,Bayonet Point,US,2020-01-07 20:46:53,28.33,-82.68,73.4,53,40,9.17
355,Ust-Ishim,RU,2020-01-07 20:46:53,57.69,71.17,-0.13,95,0,2.15
356,Mogadishu,SO,2020-01-07 20:44:58,2.04,45.34,81.68,81,100,24.45
357,Shingu,JP,2020-01-07 20:46:54,33.72,135.99,65.66,79,78,32.86
358,Carutapera,BR,2020-01-07 20:46:54,-1.2,-46.02,82.04,74,65,10.0
359,Rantauprapat,ID,2020-01-07 20:46:55,2.1,99.83,71.82,98,100,0.31
360,Bonavista,CA,2020-01-07 20:46:55,48.65,-53.11,22.46,89,88,5.46
361,Paracuru,BR,2020-01-07 20:46:55,-3.41,-39.03,86.0,70,40,8.05
362,Ouadda,CF,2020-01-07 20:46:55,8.07,22.4,72.7,28,0,5.84
363,Evensk,RU,2020-01-07 20:46:56,61.92,159.24,-9.36,76,70,5.61
364,Noumea,NC,2020-01-07 20:44:08,-22.28,166.46,80.01,57,90,2.24
365,Paita,PE,2020-01-07 20:46:56,-5.09,-81.11,62.6,100,7,11.41
366,Geraldton,CA,2020-01-07 20:46:57,49.72,-86.95,10.4,66,75,16.11
367,Talnakh,RU,2020-01-07 20:46:57,69.49,88.39,5.0,84,75,22.37
368,Bartica,GY,2020-01-07 20:46:57,6.41,-58.62,86.0,66,75,13.87
369,Novodugino,RU,2020-01-07 20:46:58,55.63,34.3,29.52,95,99,10.69
370,Avera,US,2020-01-07 20:46:58,33.19,-82.53,66.2,41,1,13.87
371,Huarmey,PE,2020-01-07 20:46:58,-10.07,-78.15,77.54,58,43,8.88
372,San Fernando,TT,2020-01-07 20:46:58,10.28,-61.46,84.99,58,40,10.29
373,Ostersund,SE,2020-01-07 20:46:58,63.18,14.64,39.99,74,20,21.92
374,Nhamunda,BR,2020-01-07 20:46:59,-2.19,-56.71,87.48,59,16,4.68
375,Athabasca,CA,2020-01-07 20:46:59,54.72,-113.29,0.46,95,94,6.53
376,Zhigansk,RU,2020-01-07 20:46:59,66.77,123.37,-5.87,97,100,8.14
377,Kjollefjord,NO,2020-01-07 20:46:59,70.95,27.35,35.6,95,75,16.11
378,Sorong,ID,2020-01-07 20:47:00,-0.86,131.25,74.26,98,100,1.88
379,Gornoye Loo,RU,2020-01-07 20:47:00,43.72,39.61,50.0,61,90,6.71
380,Kushima,JP,2020-01-07 20:47:00,31.5,131.29,62.24,80,92,30.09
381,Tsaratanana,MG,2020-01-07 20:47:00,-16.8,47.65,71.1,89,100,0.4
382,Curup,ID,2020-01-07 20:47:01,-3.47,102.53,66.51,97,100,3.53
383,Mount Pleasant,US,2020-01-07 20:46:28,33.16,-94.97,64.99,16,1,3.36
384,Port Hedland,AU,2020-01-07 20:47:01,-20.31,118.58,78.8,83,75,21.92
385,Palanga,RO,2020-01-07 20:47:02,44.45,25.08,27.91,75,0,3.15
386,Sao Jose Da Coroa Grande,BR,2020-01-07 20:47:02,-8.9,-35.15,80.98,69,0,12.68
387,Vila Velha,BR,2020-01-07 20:47:02,-3.71,-38.6,86.0,70,40,8.05
388,Coihaique,CL,2020-01-07 20:47:03,-45.58,-72.07,57.2,66,75,10.29
389,Yizhivtsi,UA,2020-01-07 20:47:03,48.04,25.66,19.4,79,0,4.7
390,Faya,SA,2020-01-07 20:47:03,18.39,42.45,59.0,87,40,17.22
391,Kabo,CF,2020-01-07 20:47:04,7.69,18.62,76.69,29,0,3.83
392,Lavrentiya,RU,2020-01-07 20:47:04,65.58,-170.99,-12.42,96,64,3.2
393,Yarada,IN,2020-01-07 20:47:04,17.65,83.27,66.2,93,20,2.24
394,Belyy Yar,RU,2020-01-07 20:47:04,53.6,91.39,1.4,84,94,1.07
395,Merauke,ID,2020-01-07 20:47:05,-8.49,140.4,75.25,94,100,5.26
396,Lons,FR,2020-01-07 20:47:05,43.32,-0.41,50.0,93,83,2.24
397,Jijiga,ET,2020-01-07 20:47:05,9.35,42.8,58.93,77,67,8.43
398,Brownwood,US,2020-01-07 20:47:05,31.71,-98.99,64.99,16,1,9.17
399,Biak,ID,2020-01-07 20:47:05,-0.91,122.88,81.66,74,100,11.5
400,Turangi,NZ,2020-01-07 20:47:06,-39.0,175.93,70.0,49,85,3.0
401,Nizhniy Kuranakh,RU,2020-01-07 20:47:06,58.84,125.49,13.69,95,100,6.98
402,Roma,IT,2020-01-07 20:47:06,41.89,12.48,43.0,69,67,4.7
403,Kota Tinggi,MY,2020-01-07 20:47:07,1.73,103.9,78.8,94,75,3.36
404,Joshimath,IN,2020-01-07 20:47:07,30.57,79.57,27.75,99,100,3.76
405,Grootfontein,NA,2020-01-07 20:47:07,-19.56,18.1,68.34,53,94,7.83
406,Nipawin,CA,2020-01-07 20:47:07,53.36,-104.02,-5.8,70,1,6.93
407,Fayaoue,NC,2020-01-07 20:47:07,-20.65,166.53,76.77,82,88,17.22
408,Lahaina,US,2020-01-07 20:47:08,20.87,-156.68,78.8,64,40,17.22
409,Strelka,RU,2020-01-07 20:47:08,58.08,93.03,6.3,96,100,3.94
410,Kirakira,SB,2020-01-07 20:47:08,-10.46,161.92,78.55,87,100,7.65
411,Markala,ML,2020-01-07 20:47:09,13.69,-6.07,64.9,21,33,2.06
412,Yurginskoye,RU,2020-01-07 20:47:09,56.82,67.39,3.06,87,28,3.8
413,Mantua,IT,2020-01-07 20:47:09,45.16,10.79,35.01,100,90,4.7
414,Hambantota,LK,2020-01-07 20:47:09,6.12,81.12,80.06,78,100,21.77
415,Ahipara,NZ,2020-01-07 20:47:10,-35.17,173.16,64.99,91,0,3.0
416,Dehloran,IR,2020-01-07 20:47:10,32.69,47.27,53.67,43,0,1.99
417,Senekal,ZA,2020-01-07 20:47:10,-28.32,27.62,65.28,78,100,17.69
418,Ugep,NG,2020-01-07 20:47:10,5.81,8.08,84.4,28,100,3.09
419,Teya,MX,2020-01-07 20:47:10,21.05,-89.07,78.8,57,75,18.34
420,Iquique,CL,2020-01-07 20:47:11,-20.22,-70.14,80.6,51,0,18.34
421,Senador Jose Porfirio,BR,2020-01-07 20:47:11,-2.59,-51.95,79.93,84,52,4.34
422,Nago,IT,2020-01-07 20:47:11,45.88,10.89,39.0,100,90,4.7
423,Haimen,CN,2020-01-07 20:47:11,31.87,121.18,42.01,88,0,3.0
424,Altamont,CA,2020-01-07 20:47:12,49.4,-98.5,3.2,59,75,12.75
425,Vega De Alatorre,MX,2020-01-07 20:47:12,20.03,-96.65,73.13,70,93,21.41
426,Gat,SN,2020-01-07 20:47:12,14.69,-16.54,68.0,52,100,18.34
427,Solnechnyy,RU,2020-01-07 20:47:12,50.72,136.64,-1.53,87,0,1.28
428,Sulecin,PL,2020-01-07 20:47:13,52.44,15.12,37.99,100,90,10.29
429,Sao Filipe,CV,2020-01-07 20:47:13,14.9,-24.5,68.31,75,100,23.91
430,Kahului,US,2020-01-07 20:44:54,20.89,-156.47,78.8,61,40,14.99
431,Sungairaya,ID,2020-01-07 20:47:14,0.7,108.9,75.2,93,100,2.82
432,Adrar,DZ,2020-01-07 20:47:14,27.87,-0.29,55.4,32,50,10.29
433,Vavuniya,LK,2020-01-07 20:47:14,8.76,80.5,71.53,96,80,3.58
434,Bilisht,AL,2020-01-07 20:47:14,40.62,20.99,32.0,41,0,11.41
435,Kefamenanu,ID,2020-01-07 20:47:15,-9.45,124.48,70.74,97,100,3.74
436,Rivadavia,AR,2020-01-07 20:47:15,-31.53,-68.59,95.58,16,0,11.25
437,Broome,GB,2020-01-07 20:47:15,52.47,1.45,55.4,87,90,19.46
438,Alice Town,BS,2020-01-07 20:47:15,25.72,-79.3,72.16,57,6,8.12
439,Bandarbeyla,SO,2020-01-07 20:47:15,9.49,50.81,78.91,73,100,17.72
440,Tigre,AR,2020-01-07 20:47:16,-34.42,-58.58,88.0,30,0,13.87
441,Sumbe,AO,2020-01-07 20:47:16,-11.2,13.84,76.33,87,100,8.57
442,Yeppoon,AU,2020-01-07 20:47:16,-23.13,150.74,73.4,83,40,8.05
443,Mikhaylovka,RU,2020-01-07 20:47:16,52.96,103.29,3.24,90,1,2.93
444,Koutsouras,GR,2020-01-07 20:47:17,35.03,25.95,48.99,77,82,23.0
445,Mezen,RU,2020-01-07 20:47:17,65.85,44.24,23.81,96,100,14.05
446,Bundaberg,AU,2020-01-07 20:47:17,-24.87,152.35,75.99,83,42,8.05
447,Kambam,ID,2020-01-07 20:47:17,5.25,96.86,69.08,84,100,3.09
448,Biltine,TD,2020-01-07 20:47:17,14.53,20.93,71.42,21,0,9.93
449,Tynset,NO,2020-01-07 20:47:18,62.28,10.78,35.6,80,100,14.99
450,Perpignan,FR,2020-01-07 20:47:18,42.7,2.88,57.0,62,100,16.11
451,Tafalla,ES,2020-01-07 20:47:18,42.53,-1.67,46.99,87,29,4.7
452,Ayan,IR,2020-01-07 20:47:18,38.23,44.7,15.15,53,0,7.49
453,Anadyr,RU,2020-01-07 20:47:19,64.73,177.51,-4.0,76,90,8.95
454,Novyy Urgal,RU,2020-01-07 20:47:19,51.07,132.56,-11.0,100,97,0.4
455,Grenaa,DK,2020-01-07 20:47:19,56.42,10.88,44.6,93,100,9.17
456,Havre-Saint-Pierre,CA,2020-01-07 20:44:03,50.23,-63.6,12.2,85,90,2.24
457,High Rock,BS,2020-01-07 20:47:20,26.63,-78.28,73.4,60,75,5.82
458,Rambouillet,FR,2020-01-07 20:47:20,48.65,1.83,50.0,93,90,8.05
459,Fort Nelson,CA,2020-01-07 20:47:21,58.81,-122.69,-22.0,74,75,2.1
460,Campbell River,CA,2020-01-07 20:47:21,50.02,-125.24,50.0,100,90,6.93
461,Birjand,IR,2020-01-07 20:46:56,32.86,59.22,26.6,79,0,6.93
462,Pokhvistnevo,RU,2020-01-07 20:47:21,53.65,52.12,13.26,97,96,3.98
463,Lumphat,KH,2020-01-07 20:47:22,13.5,106.97,73.2,75,100,8.16
464,Seoul,KR,2020-01-07 20:46:17,37.57,126.98,41.0,100,90,6.93
465,Mount Gambier,AU,2020-01-07 20:47:22,-37.83,140.78,50.0,93,90,5.82
466,College,US,2020-01-07 20:47:22,64.86,-147.8,-23.01,67,90,1.74
467,Magan,OM,2020-01-07 20:47:23,24.42,56.58,64.4,63,0,2.24
468,Lexington Park,US,2020-01-07 20:46:59,38.26,-76.45,48.2,70,90,5.59
469,Ola,RU,2020-01-07 20:47:23,59.58,151.3,-2.43,91,59,8.39
470,Sirsa,IN,2020-01-07 20:47:24,29.54,75.04,50.52,93,6,4.0
471,Taft,PH,2020-01-07 20:47:24,11.9,125.42,79.11,80,100,12.62
472,Tirumullaivasal,IN,2020-01-07 20:47:24,11.24,79.84,79.07,77,79,14.97
473,Akdepe,TM,2020-01-07 20:47:25,42.05,59.39,19.4,92,20,2.24
474,Henties Bay,NA,2020-01-07 20:47:25,-22.12,14.28,64.99,87,0,1.99
475,Kintinku,TZ,2020-01-07 20:47:25,-5.89,35.22,71.24,78,6,1.52
476,Farmington,US,2020-01-07 20:47:25,36.73,-108.21,39.99,37,1,5.82
477,Wilmington,US,2020-01-07 20:44:10,39.75,-75.55,46.4,56,90,3.36
478,Arys,KZ,2020-01-07 20:47:26,42.43,68.8,23.0,100,90,2.24
479,Brae,GB,2020-01-07 20:47:26,60.4,-1.35,50.0,81,100,40.26
480,Torata,EC,2020-01-07 20:47:26,-3.6,-79.89,89.6,69,75,10.29
481,Linhares,BR,2020-01-07 20:45:12,-19.38,-40.06,79.0,83,55,7.78
482,Turek,PL,2020-01-07 20:47:27,52.02,18.5,36.0,90,95,6.69
483,Nabire,ID,2020-01-07 20:47:27,-3.36,135.5,72.3,98,99,1.57
484,Boa Esperanca,BR,2020-01-07 20:47:28,-1.91,-60.0,81.66,90,100,0.98
485,Berlevag,NO,2020-01-07 20:47:28,70.86,29.09,33.8,92,75,18.34
486,Kalanwali,IN,2020-01-07 20:47:28,29.83,74.98,49.68,95,10,1.63
487,Laguna,BZ,2020-01-07 20:47:28,16.17,-88.94,73.4,83,90,1.14
488,Kabugao,PH,2020-01-07 20:47:29,18.02,121.18,62.82,98,100,3.56
489,Lagoa,PT,2020-01-07 20:47:29,37.14,-8.45,55.0,87,0,5.82
490,Bad Durkheim,DE,2020-01-07 20:47:29,49.47,8.17,39.99,93,20,8.05
491,Luganville,VU,2020-01-07 20:47:29,-15.51,167.18,82.4,78,75,8.05
492,Xinqing,CN,2020-01-07 20:47:30,48.28,129.53,-3.44,99,74,3.33
493,Fuzhou,CN,2020-01-07 20:47:30,26.08,119.3,57.2,62,0,2.24
494,Lavumisa,ZA,2020-01-07 20:47:30,-27.31,31.88,80.6,69,45,4.7
495,Santa Isabel Do Rio Negro,BR,2020-01-07 20:47:30,-0.41,-65.02,92.14,47,58,3.11
496,Grandview,US,2020-01-07 20:47:31,38.89,-94.53,54.0,31,1,16.11
497,Nizhniy Odes,RU,2020-01-07 20:47:31,63.64,54.86,11.12,96,89,5.21
498,Sarnen,CH,2020-01-07 20:47:31,46.9,8.25,39.0,93,20,3.36
499,Eyl,SO,2020-01-07 20:47:31,7.98,49.82,78.66,79,100,21.32
500,Lima,PE,2020-01-07 20:43:45,-12.06,-77.04,78.8,65,0,11.41
501,Moron,HT,2020-01-07 20:47:32,18.56,-74.26,79.92,70,2,7.96
502,Buraydah,SA,2020-01-07 20:47:32,26.33,43.97,60.8,67,0,14.99
503,Meulaboh,ID,2020-01-07 20:47:33,4.14,96.13,80.91,78,97,7.76
504,Altay,CN,2020-01-07 20:47:33,47.83,88.13,5.18,65,0,6.82
505,Luwuk,ID,2020-01-07 20:47:33,-0.95,122.79,81.66,74,100,11.5
506,Bethanien,NA,2020-01-07 20:47:34,-26.5,17.16,70.59,38,0,10.89
507,Pacifica,US,2020-01-07 20:47:34,37.61,-122.49,57.99,76,1,17.22
508,Beira,ES,2020-01-07 20:47:34,43.2,-8.36,54.0,93,75,5.82
509,Waingapu,ID,2020-01-07 20:47:34,-9.65,120.26,83.46,73,100,19.64
510,Qinzhou,CN,2020-01-07 20:47:35,21.96,108.62,66.81,85,0,2.8
511,Ketchikan,US,2020-01-07 20:45:03,55.34,-131.65,28.4,74,1,11.41
512,Tokur,RU,2020-01-07 20:47:36,53.13,132.9,-6.99,99,100,2.55
513,Yulara,AU,2020-01-07 20:47:36,-25.24,130.99,80.6,51,100,8.05
514,Alenquer,BR,2020-01-07 20:47:36,-1.95,-54.74,82.4,78,40,9.17
515,Praia Da Vitoria,PT,2020-01-07 20:47:36,38.73,-27.07,66.2,82,75,21.43
516,Umm Bab,QA,2020-01-07 20:47:37,25.21,50.81,59.0,82,1,2.24
517,The Valley,AI,2020-01-07 20:46:16,18.22,-63.06,82.4,69,40,13.87
518,Sabha,LY,2020-01-07 20:47:37,27.03,14.43,44.08,54,0,3.98
519,Acapulco,MX,2020-01-07 20:47:04,16.86,-99.88,86.0,66,20,6.93
520,Tabou,CI,2020-01-07 20:47:38,4.42,-7.36,75.6,84,0,3.65
521,Tilichiki,RU,2020-01-07 20:47:38,60.47,166.1,1.22,94,100,7.58
522,Torfyanoy,RU,2020-01-07 20:47:38,58.49,49.2,9.19,97,76,5.7
523,Port Macquarie,AU,2020-01-07 20:47:38,-31.43,152.91,75.99,83,5,4.7
524,Arlit,NE,2020-01-07 20:47:38,18.74,7.39,64.83,14,27,14.54
525,Xiaoweizhai,CN,2020-01-07 20:47:39,26.23,107.51,53.69,97,100,3.36
526,Hofn,IS,2020-01-07 20:47:34,64.25,-15.21,35.98,63,68,54.42
527,Adana,TR,2020-01-07 20:46:00,37.0,35.33,48.0,100,75,4.7
528,Tashtagol,RU,2020-01-07 20:47:39,52.76,87.85,11.03,89,100,2.95
529,Puerto Escondido,MX,2020-01-07 20:47:40,15.86,-97.07,80.6,74,20,12.75
530,Fairbanks,US,2020-01-07 20:45:32,64.84,-147.72,-23.01,67,90,0.92
531,Kyshtovka,RU,2020-01-07 20:47:40,56.56,76.62,10.54,96,100,4.03
532,Lata,IN,2020-01-07 20:47:40,30.78,78.62,14.27,97,100,4.14
533,Dwarka,IN,2020-01-07 20:47:41,28.58,77.04,53.6,87,75,5.82
534,Dali,CN,2020-01-07 20:47:41,34.79,109.94,31.19,80,92,6.93
